paperId,questionId,assetType,path,assemblySha256,repairedManifestSha256,repairedCurrentSha256,originalCurrentSha256,repairedManifestHashMatchesCurrent,assemblyBounds,repairedManifestBounds,repairedManifestPage,sourcePdf
0625-2023-s-11,0625-2023-s-11-q40,question,0625-2023-s-11/question/q40-16-1.webp,a308ef9f21baa8f04c82ff8b29079ac2be9896efe40eafc46f95ec5c31d0eb4f,5ea2071547394abfde4726c575d2e790aa8f34e97fd6aadba91beb47ac9c9f8c,5ea2071547394abfde4726c575d2e790aa8f34e97fd6aadba91beb47ac9c9f8c,863697d196f3efbb04dc2145bb3cdbb3e0fe7e71d3e6f7ea1ea937ce3a908926,True,"[0.0,56.663,595.0,790.0]","[0.0,56.663,595.0,770.506]",16,"{""copyright_notice"":""© UCLES observed"",""pages"":16,""path"":""data/raw/0625-2023-s-11-question.pdf"",""sha256"":""877fab7d5636972661e473efcba10d6d3acb4053593e29408449a479950c5e60"",""source_url"":""https://bestexamhelp.com/exam/cambridge-igcse/physics-0625/2023/0625_s23_qp_11.pdf""}"
0625-2023-s-12,0625-2023-s-12-q40,question,0625-2023-s-12/question/q40-16-2.webp,c846ac799eacb8d1ee9747c4e1ef8bb7af429a01c2a21f5926e7433f2141e6fc,682f7db9acd43a16f0b00cdb9a6a81e13a0e990ad301cd93d32495db7c6ff35c,682f7db9acd43a16f0b00cdb9a6a81e13a0e990ad301cd93d32495db7c6ff35c,1e0b06522b7bb92ca9fb47cb7e3554000431817d2951b6c86c1e182bc712378d,True,"[0.0,48.0,595.0,790.0]","[0.0,48.0,595.0,770.506]",16,"{""copyright_notice"":""© UCLES observed"",""pages"":16,""path"":""data/raw/0625-2023-s-12-question.pdf"",""sha256"":""83863903052ba3b6b1b0e10962ce1dc8105f77fa558abe15f66fea49fbd2a1d0"",""source_url"":""https://bestexamhelp.com/exam/cambridge-igcse/physics-0625/2023/0625_s23_qp_12.pdf""}"
0625-2023-s-13,0625-2023-s-13-q40,question,0625-2023-s-13/question/q40-16-3.webp,c846ac799eacb8d1ee9747c4e1ef8bb7af429a01c2a21f5926e7433f2141e6fc,682f7db9acd43a16f0b00cdb9a6a81e13a0e990ad301cd93d32495db7c6ff35c,682f7db9acd43a16f0b00cdb9a6a81e13a0e990ad301cd93d32495db7c6ff35c,030bbfb802a6539c2fc0d3adca7f58c031b7981e5aefefcd2d21022111cc2b60,True,"[0.0,48.0,595.0,790.0]","[0.0,48.0,595.0,770.506]",16,"{""copyright_notice"":""© UCLES observed"",""pages"":16,""path"":""data/raw/0625-2023-s-13-question.pdf"",""sha256"":""8fe3943f854472d7ea4ecfd00d8bc70f604576d6d1009ed177c535cc06d39233"",""source_url"":""https://bestexamhelp.com/exam/cambridge-igcse/physics-0625/2023/0625_s23_qp_13.pdf""}"
0625-2023-s-21,0625-2023-s-21-q40,question,0625-2023-s-21/question/q40-16-2.webp,c846ac799eacb8d1ee9747c4e1ef8bb7af429a01c2a21f5926e7433f2141e6fc,682f7db9acd43a16f0b00cdb9a6a81e13a0e990ad301cd93d32495db7c6ff35c,682f7db9acd43a16f0b00cdb9a6a81e13a0e990ad301cd93d32495db7c6ff35c,004fa342ad0775b8073831a71aab068a8d3bac42cdbf20a3a635ca1a9ebe70ad,True,"[0.0,48.0,595.0,790.0]","[0.0,48.0,595.0,770.506]",16,"{""copyright_notice"":""© UCLES observed"",""pages"":16,""path"":""data/raw/0625-2023-s-21-question.pdf"",""sha256"":""06bebfe3b87d17466f8d7d4277c305684795abab255a1978c10ba933c9477470"",""source_url"":""https://bestexamhelp.com/exam/cambridge-igcse/physics-0625/2023/0625_s23_qp_21.pdf""}"
0625-2023-s-22,0625-2023-s-22-q40,question,0625-2023-s-22/question/q40-16-3.webp,c2ba1d6fa14d5acd563ab04695a3bc530485e1219c2a1fb47868536cd44cef07,4510f894dcfb2da6715e46b01fbc42808bf30b11113a77e98a3c0dbba0c9237f,4510f894dcfb2da6715e46b01fbc42808bf30b11113a77e98a3c0dbba0c9237f,926f70db3a9a47883311c596c1e9dd17e346841e03b67acaa451ca06e1b82b46,True,"[0.0,48.0,595.0,790.0]","[0.0,48.0,595.0,770.505]",16,"{""copyright_notice"":""© UCLES observed"",""pages"":16,""path"":""data/raw/0625-2023-s-22-question.pdf"",""sha256"":""1a0f67c0534df3b22cc81e49c6525cc3127ff963092f335b7d325ce8f707a340"",""source_url"":""https://bestexamhelp.com/exam/cambridge-igcse/physics-0625/2023/0625_s23_qp_22.pdf""}"
0625-2023-s-23,0625-2023-s-23-q40,question,0625-2023-s-23/question/q40-16-2.webp,c846ac799eacb8d1ee9747c4e1ef8bb7af429a01c2a21f5926e7433f2141e6fc,682f7db9acd43a16f0b00cdb9a6a81e13a0e990ad301cd93d32495db7c6ff35c,682f7db9acd43a16f0b00cdb9a6a81e13a0e990ad301cd93d32495db7c6ff35c,0086772778fa008a9bc392c5ebdb383a66d9c040215c4a48fae8d363c8009960,True,"[0.0,48.0,595.0,790.0]","[0.0,48.0,595.0,770.506]",16,"{""copyright_notice"":""© UCLES observed"",""pages"":16,""path"":""data/raw/0625-2023-s-23-question.pdf"",""sha256"":""e767221bff881c60810db30c791447da0c03bfea2a20907511fa281b9119203f"",""source_url"":""https://bestexamhelp.com/exam/cambridge-igcse/physics-0625/2023/0625_s23_qp_23.pdf""}"
0625-2023-w-11,0625-2023-w-11-q40,question,0625-2023-w-11/question/q40-16-2.webp,c846ac799eacb8d1ee9747c4e1ef8bb7af429a01c2a21f5926e7433f2141e6fc,682f7db9acd43a16f0b00cdb9a6a81e13a0e990ad301cd93d32495db7c6ff35c,682f7db9acd43a16f0b00cdb9a6a81e13a0e990ad301cd93d32495db7c6ff35c,650233717a4a241ed9cf006c5cd86a8658fc3f826cf0a723c8bc7d03f3bd7edd,True,"[0.0,48.0,595.0,790.0]","[0.0,48.0,595.0,770.506]",16,"{""copyright_notice"":""© UCLES observed"",""pages"":16,""path"":""data/raw/0625-2023-w-11-question.pdf"",""sha256"":""5c891d579a5135121b4675c506240d69eed876e84ce46094a4f011bf5d70b641"",""source_url"":""https://bestexamhelp.com/exam/cambridge-igcse/physics-0625/2023/0625_w23_qp_11.pdf""}"
0625-2023-w-12,0625-2023-w-12-q40,question,0625-2023-w-12/question/q40-16-1.webp,4f48a8e88f69ff537ad690e6c2a56644267a29068aca39d7647bd3490dcc03ec,553bca167a6e48adf9ad60cad0581f36a5ee36221d969cbe575fca836e19b608,553bca167a6e48adf9ad60cad0581f36a5ee36221d969cbe575fca836e19b608,5f745633b8ba3daa73655f0ca73789d095fcce9a88a8d57a431a3d356acc3c39,True,"[0.0,208.523,595.0,790.0]","[0.0,208.523,595.0,770.506]",16,"{""copyright_notice"":""© UCLES observed"",""pages"":16,""path"":""data/raw/0625-2023-w-12-question.pdf"",""sha256"":""6f7400640dd9a89fd9c43d5a7e38985ab6d7d05cd7e034a9e4db38f7424238ff"",""source_url"":""https://bestexamhelp.com/exam/cambridge-igcse/physics-0625/2023/0625_w23_qp_12.pdf""}"
0625-2023-w-13,0625-2023-w-13-q40,question,0625-2023-w-13/question/q40-16-2.webp,743982be846806e92c41c3b8b31424b3c40b158ec49607e49c8fc50424b0aacf,6ec3d7f65e81cc112573b4939bd63ad37bfc97c595ec356521c7368d710b181e,6ec3d7f65e81cc112573b4939bd63ad37bfc97c595ec356521c7368d710b181e,2616edcdbe404068ab8ef6bfd5dbdb008e2b33d8983607f98d22c9b93eeaa7c8,True,"[0.0,48.0,595.0,790.0]","[0.0,48.0,595.0,770.506]",16,"{""copyright_notice"":""© UCLES observed"",""pages"":16,""path"":""data/raw/0625-2023-w-13-question.pdf"",""sha256"":""f5c163a736b222c5246950fbe5fe7839e45296780e0f4c9085933c7319a25830"",""source_url"":""https://bestexamhelp.com/exam/cambridge-igcse/physics-0625/2023/0625_w23_qp_13.pdf""}"
0625-2023-w-21,0625-2023-w-21-q40,question,0625-2023-w-21/question/q40-16-2.webp,c846ac799eacb8d1ee9747c4e1ef8bb7af429a01c2a21f5926e7433f2141e6fc,682f7db9acd43a16f0b00cdb9a6a81e13a0e990ad301cd93d32495db7c6ff35c,682f7db9acd43a16f0b00cdb9a6a81e13a0e990ad301cd93d32495db7c6ff35c,eaf0475d07793f1df4fd9ded1bb3ef8b986befeee7b6af921ea19134698c89a6,True,"[0.0,48.0,595.0,790.0]","[0.0,48.0,595.0,770.506]",16,"{""copyright_notice"":""© UCLES observed"",""pages"":16,""path"":""data/raw/0625-2023-w-21-question.pdf"",""sha256"":""9f7f92fc59e551d4dba1848e88b57d5f8db4aaaf892b09e0ba3822e7a823a3dc"",""source_url"":""https://bestexamhelp.com/exam/cambridge-igcse/physics-0625/2023/0625_w23_qp_21.pdf""}"
0625-2023-w-22,0625-2023-w-22-q40,question,0625-2023-w-22/question/q40-16-2.webp,c846ac799eacb8d1ee9747c4e1ef8bb7af429a01c2a21f5926e7433f2141e6fc,682f7db9acd43a16f0b00cdb9a6a81e13a0e990ad301cd93d32495db7c6ff35c,682f7db9acd43a16f0b00cdb9a6a81e13a0e990ad301cd93d32495db7c6ff35c,f0d1733f19129089c8b62278b19c3ced8facdb93af03a754f248e7593acaa7ae,True,"[0.0,48.0,595.0,790.0]","[0.0,48.0,595.0,770.506]",16,"{""copyright_notice"":""© UCLES observed"",""pages"":16,""path"":""data/raw/0625-2023-w-22-question.pdf"",""sha256"":""cfcfde4b02e9f54cbb2850b8acb55715a4849e166f66584c64e2220b4c96b9a1"",""source_url"":""https://bestexamhelp.com/exam/cambridge-igcse/physics-0625/2023/0625_w23_qp_22.pdf""}"
0625-2023-w-23,0625-2023-w-23-q40,question,0625-2023-w-23/question/q40-20-3.webp,743982be846806e92c41c3b8b31424b3c40b158ec49607e49c8fc50424b0aacf,6ec3d7f65e81cc112573b4939bd63ad37bfc97c595ec356521c7368d710b181e,6ec3d7f65e81cc112573b4939bd63ad37bfc97c595ec356521c7368d710b181e,9a2f7205e368e18cddaf27ada39763e657032093bbfd5113c71f9b40d1c0e557,True,"[0.0,48.0,595.0,790.0]","[0.0,48.0,595.0,770.506]",20,"{""copyright_notice"":""© UCLES observed"",""pages"":20,""path"":""data/raw/0625-2023-w-23-question.pdf"",""sha256"":""1bf7dfb7d116c38a0c69300b489c88c5040779873fab5603c8d9476cbca5255a"",""source_url"":""https://bestexamhelp.com/exam/cambridge-igcse/physics-0625/2023/0625_w23_qp_23.pdf""}"
0625-2024-m-12,0625-2024-m-12-q40,question,0625-2024-m-12/question/q40-16-4.webp,76ce3449cf48318b4a35ab53f22b10b00b1d0d5181fe4ab1389cc372265e662d,9d2211dbb2dcc8ca6b1205692bb36bca7eefba75c464937a01f180e588c2f356,9d2211dbb2dcc8ca6b1205692bb36bca7eefba75c464937a01f180e588c2f356,596f5af46d47fcad9c78d3e9c96432513bbd8a88a8fd7ce34940f809cc7f1de7,True,"[0.0,48.0,595.0,790.0]","[0.0,48.0,595.0,769.306]",16,"{""copyright_notice"":""© UCLES observed"",""pages"":16,""path"":""data/raw/0625-2024-m-12-question.pdf"",""sha256"":""54acd8a97aa52eea70e5b262a982c983ad6a3a645de4eb7aacfcfb05c98e168b"",""source_url"":""https://bestexamhelp.com/exam/cambridge-igcse/physics-0625/2024/0625_m24_qp_12.pdf""}"
0625-2024-m-22,0625-2024-m-22-q40,question,0625-2024-m-22/question/q40-16-1.webp,c46c04605596ff30f89b12ddf4aae4cbc10c7e37c0a482a1391e540aa10838dc,ae18d0407e3a84cca459974eeb197bcd36726cffed4deaa36b71631f040f623c,ae18d0407e3a84cca459974eeb197bcd36726cffed4deaa36b71631f040f623c,6252f3846c716b266c21ce49650b70a4e672c09c3a9ec2b9bd3f9e507ef4cd35,True,"[0.0,56.603,595.0,790.0]","[0.0,56.603,595.0,769.306]",16,"{""copyright_notice"":""© UCLES observed"",""pages"":16,""path"":""data/raw/0625-2024-m-22-question.pdf"",""sha256"":""d41da7b2d371fcb87fa6c43f0f9341b1bd4ffd1e2e4c1b8416f59cbd31be352c"",""source_url"":""https://bestexamhelp.com/exam/cambridge-igcse/physics-0625/2024/0625_m24_qp_22.pdf""}"
0625-2024-s-11,0625-2024-s-11-q40,question,0625-2024-s-11/question/q40-16-1.webp,f651a99c27f9dd1fd140415cf47169181ec4299614ada3b9bab8b53da5418384,8ac64b27eeb990a890a7994b821f266ea5d2285567bfbc323b22d01e9aea1c7f,8ac64b27eeb990a890a7994b821f266ea5d2285567bfbc323b22d01e9aea1c7f,dc669264b15058df6263863494c05c76317e13d89ac70666c90f80d3c03b1615,True,"[0.0,56.663,595.0,790.0]","[0.0,56.663,595.0,770.506]",16,"{""copyright_notice"":""© UCLES observed"",""pages"":16,""path"":""data/raw/0625-2024-s-11-question.pdf"",""sha256"":""4779076c7ba3b00de397b1cd928c6b797f67ca2c2b0e35897d65d171ea2bfb1a"",""source_url"":""https://bestexamhelp.com/exam/cambridge-igcse/physics-0625/2024/0625_s24_qp_11.pdf""}"
0625-2024-s-12,0625-2024-s-12-q40,question,0625-2024-s-12/question/q40-16-2.webp,59783d6b335f598896a8e9d76efd8d94565057089e11529125f1c611dd16fe63,20a91aa9a310a0dd683897c113e5482be02e8d45470f0ea5d4f069a49697f92f,20a91aa9a310a0dd683897c113e5482be02e8d45470f0ea5d4f069a49697f92f,9697fae7eec9c80166477555d46f7d53de35faaacf43e44747e7e4b709c542f4,True,"[0.0,48.0,595.0,790.0]","[0.0,48.0,595.0,770.506]",16,"{""copyright_notice"":""© UCLES observed"",""pages"":16,""path"":""data/raw/0625-2024-s-12-question.pdf"",""sha256"":""98e521e9d3966c9217d19c262bac0bc8b32cf6f0bff784a656dd87238ad26dad"",""source_url"":""https://bestexamhelp.com/exam/cambridge-igcse/physics-0625/2024/0625_s24_qp_12.pdf""}"
0625-2024-s-13,0625-2024-s-13-q40,question,0625-2024-s-13/question/q40-16-2.webp,c846ac799eacb8d1ee9747c4e1ef8bb7af429a01c2a21f5926e7433f2141e6fc,682f7db9acd43a16f0b00cdb9a6a81e13a0e990ad301cd93d32495db7c6ff35c,682f7db9acd43a16f0b00cdb9a6a81e13a0e990ad301cd93d32495db7c6ff35c,b9c416c5e2f9ba78128fcbe7cdced51fbe966619b4b21b4247b9d595fe661ae9,True,"[0.0,48.0,595.0,790.0]","[0.0,48.0,595.0,770.506]",16,"{""copyright_notice"":""© UCLES observed"",""pages"":16,""path"":""data/raw/0625-2024-s-13-question.pdf"",""sha256"":""89b04372857fe7e36c2d359d3b45b5e42034c8d55b146b1bfd71db3a78769599"",""source_url"":""https://bestexamhelp.com/exam/cambridge-igcse/physics-0625/2024/0625_s24_qp_13.pdf""}"
0625-2024-s-21,0625-2024-s-21-q40,question,0625-2024-s-21/question/q40-16-3.webp,ba607964a0bb1cf7004a7871f57fa00939e45236499d1d4d8a0f7b5e1fe5c105,5d34daf139f8bffd7f1df6d406de226edfc1f69746bb0d9c63c01498f981ab32,5d34daf139f8bffd7f1df6d406de226edfc1f69746bb0d9c63c01498f981ab32,b8bc0335d3866c737a6eeab9d724ed3bdfea022fe6aab602daba48ed17858ae4,True,"[0.0,48.0,595.0,790.0]","[0.0,48.0,595.0,770.502]",16,"{""copyright_notice"":""© UCLES observed"",""pages"":16,""path"":""data/raw/0625-2024-s-21-question.pdf"",""sha256"":""f0beace935cc99cf4127b5c0c4dcdedc96c9815d082501537459d8511267a623"",""source_url"":""https://bestexamhelp.com/exam/cambridge-igcse/physics-0625/2024/0625_s24_qp_21.pdf""}"
0625-2024-s-22,0625-2024-s-22-q40,question,0625-2024-s-22/question/q40-16-2.webp,c846ac799eacb8d1ee9747c4e1ef8bb7af429a01c2a21f5926e7433f2141e6fc,682f7db9acd43a16f0b00cdb9a6a81e13a0e990ad301cd93d32495db7c6ff35c,682f7db9acd43a16f0b00cdb9a6a81e13a0e990ad301cd93d32495db7c6ff35c,6f712d8863efaca5d9029bd26d9e2aa72581c1f4eb4c71bd6d47c47094190a62,True,"[0.0,48.0,595.0,790.0]","[0.0,48.0,595.0,770.506]",16,"{""copyright_notice"":""© UCLES observed"",""pages"":16,""path"":""data/raw/0625-2024-s-22-question.pdf"",""sha256"":""61e63622a9a06a85c2aa33751ae9a987b3daddc53fbaf72c1065bdafa695e477"",""source_url"":""https://bestexamhelp.com/exam/cambridge-igcse/physics-0625/2024/0625_s24_qp_22.pdf""}"
0625-2024-s-23,0625-2024-s-23-q40,question,0625-2024-s-23/question/q40-16-3.webp,c846ac799eacb8d1ee9747c4e1ef8bb7af429a01c2a21f5926e7433f2141e6fc,682f7db9acd43a16f0b00cdb9a6a81e13a0e990ad301cd93d32495db7c6ff35c,682f7db9acd43a16f0b00cdb9a6a81e13a0e990ad301cd93d32495db7c6ff35c,bc08c84f76a5c8d0329359f374241151a7b84dd464fc31755cfcced61e6b4a85,True,"[0.0,48.0,595.0,790.0]","[0.0,48.0,595.0,770.506]",16,"{""copyright_notice"":""© UCLES observed"",""pages"":16,""path"":""data/raw/0625-2024-s-23-question.pdf"",""sha256"":""be289f4c20da4189d24cb1a81c13554dcda835ee2912cc69e2e79718ddd9e77a"",""source_url"":""https://bestexamhelp.com/exam/cambridge-igcse/physics-0625/2024/0625_s24_qp_23.pdf""}"
0625-2024-w-11,0625-2024-w-11-q40,question,0625-2024-w-11/question/q40-16-1.webp,28708fb5109ed4bb90671eae39205bc8e6fd7ada7df0b298a80d37c4d8390664,4d4d1b7855c776a84de56e2d526297da90c1559b842a1defd8400eab74940695,4d4d1b7855c776a84de56e2d526297da90c1559b842a1defd8400eab74940695,d9ec3892bea5bdb17ca8e964b0d0621a3e9748d9f8ca8ae68a80dc680614c432,True,"[0.0,427.763,595.0,790.0]","[0.0,427.763,595.0,770.506]",16,"{""copyright_notice"":""© UCLES observed"",""pages"":16,""path"":""data/raw/0625-2024-w-11-question.pdf"",""sha256"":""2b7ab2e5e3e6712197264548cd7d702aa443a6c6362f2958ea5d85c1b1550920"",""source_url"":""https://bestexamhelp.com/exam/cambridge-igcse/physics-0625/2024/0625_w24_qp_11.pdf""}"
0625-2024-w-12,0625-2024-w-12-q40,question,0625-2024-w-12/question/q40-16-1.webp,fe88043194618f50ae91204921bb5700991a1fb39ccb6890efb80fc6e522ac70,dea869a5c9128277b714ea491fa6d444d4d92fbb4b214cfae1fd85352dcfb629,dea869a5c9128277b714ea491fa6d444d4d92fbb4b214cfae1fd85352dcfb629,2e627d3bead89dcc7fd04bbe16d5c99a9fdffd273b48d56dd85b4f8a9a18ced6,True,"[0.0,462.927,595.0,790.0]","[0.0,462.927,595.0,770.502]",16,"{""copyright_notice"":""© UCLES observed"",""pages"":16,""path"":""data/raw/0625-2024-w-12-question.pdf"",""sha256"":""4fc2135ea6dd96a2656f7fc775485ca5ce84fdfbf37d97ca07e768a7855e5eb5"",""source_url"":""https://bestexamhelp.com/exam/cambridge-igcse/physics-0625/2024/0625_w24_qp_12.pdf""}"
0625-2024-w-13,0625-2024-w-13-q40,question,0625-2024-w-13/question/q40-16-2.webp,ba607964a0bb1cf7004a7871f57fa00939e45236499d1d4d8a0f7b5e1fe5c105,5d34daf139f8bffd7f1df6d406de226edfc1f69746bb0d9c63c01498f981ab32,5d34daf139f8bffd7f1df6d406de226edfc1f69746bb0d9c63c01498f981ab32,ddfaa4d44480ff3e4bf03cd95a8a833c1379b6e43f023327cb9b33601d627ad5,True,"[0.0,48.0,595.0,790.0]","[0.0,48.0,595.0,770.502]",16,"{""copyright_notice"":""© UCLES observed"",""pages"":16,""path"":""data/raw/0625-2024-w-13-question.pdf"",""sha256"":""1802a31b7d2af8c88be185f5d30c82b11e53d28bfa27fbdaed19405e2523d7bc"",""source_url"":""https://bestexamhelp.com/exam/cambridge-igcse/physics-0625/2024/0625_w24_qp_13.pdf""}"
0625-2024-w-21,0625-2024-w-21-q40,question,0625-2024-w-21/question/q40-20-4.webp,4902accf4bbdf212657155f84ed5f4820b93eb2d2e0e3fa325b807535bdda0fe,f8de547d086c7f44cce48cf0dbafc7111f831f4186a418801d8e134b4aad3cee,f8de547d086c7f44cce48cf0dbafc7111f831f4186a418801d8e134b4aad3cee,73292fbb8057dcc60f6f4e89d942eb0899e11d6994cb596e6453e8994633d866,True,"[0.0,48.0,595.0,790.0]","[0.0,48.0,595.0,770.502]",20,"{""copyright_notice"":""© UCLES observed"",""pages"":20,""path"":""data/raw/0625-2024-w-21-question.pdf"",""sha256"":""9eaebe167ce97486d81c2c65aaba06ea55cc4f698c635c2974a74aacd19a512e"",""source_url"":""https://bestexamhelp.com/exam/cambridge-igcse/physics-0625/2024/0625_w24_qp_21.pdf""}"
0625-2024-w-22,0625-2024-w-22-q40,question,0625-2024-w-22/question/q40-20-3.webp,c846ac799eacb8d1ee9747c4e1ef8bb7af429a01c2a21f5926e7433f2141e6fc,682f7db9acd43a16f0b00cdb9a6a81e13a0e990ad301cd93d32495db7c6ff35c,682f7db9acd43a16f0b00cdb9a6a81e13a0e990ad301cd93d32495db7c6ff35c,6df01d75e7972a0f2ae66bb827f327ad753f6b0461d7e45b54a3398ccd8707ca,True,"[0.0,48.0,595.0,790.0]","[0.0,48.0,595.0,770.506]",20,"{""copyright_notice"":""© UCLES observed"",""pages"":20,""path"":""data/raw/0625-2024-w-22-question.pdf"",""sha256"":""55e9cceca61207134e40e81ca2403fa51f0ad950738832764803330971de8fc5"",""source_url"":""https://bestexamhelp.com/exam/cambridge-igcse/physics-0625/2024/0625_w24_qp_22.pdf""}"
0625-2024-w-23,0625-2024-w-23-q40,question,0625-2024-w-23/question/q40-20-3.webp,4902accf4bbdf212657155f84ed5f4820b93eb2d2e0e3fa325b807535bdda0fe,f8de547d086c7f44cce48cf0dbafc7111f831f4186a418801d8e134b4aad3cee,f8de547d086c7f44cce48cf0dbafc7111f831f4186a418801d8e134b4aad3cee,7b689e5141ba66c649a4aff514014fcce3d1882911a1246f21d5656fb602a8d9,True,"[0.0,48.0,595.0,790.0]","[0.0,48.0,595.0,770.502]",20,"{""copyright_notice"":""© UCLES observed"",""pages"":20,""path"":""data/raw/0625-2024-w-23-question.pdf"",""sha256"":""0ff126389d66e100a5b23054734922a520823f1d2b75f536782230b68ba967e8"",""source_url"":""https://bestexamhelp.com/exam/cambridge-igcse/physics-0625/2024/0625_w24_qp_23.pdf""}"
0625-2025-m-12,0625-2025-m-12-q40,question,0625-2025-m-12/question/q40-16-3.webp,4902accf4bbdf212657155f84ed5f4820b93eb2d2e0e3fa325b807535bdda0fe,f8de547d086c7f44cce48cf0dbafc7111f831f4186a418801d8e134b4aad3cee,f8de547d086c7f44cce48cf0dbafc7111f831f4186a418801d8e134b4aad3cee,6206dfc31203939febc72de9876d4623ca454f96545ddc2f8544bac4c60d2103,True,"[0.0,48.0,595.0,790.0]","[0.0,48.0,595.0,770.502]",16,"{""copyright_notice"":""© UCLES observed"",""pages"":16,""path"":""data/raw/0625-2025-m-12-question.pdf"",""sha256"":""f5ebf3a43fe1a91c17496b89417576bb63a6d17661f966daae8b4353b39d2d99"",""source_url"":""https://bestexamhelp.com/exam/cambridge-igcse/physics-0625/2025/0625_m25_qp_12.pdf""}"
0625-2025-m-22,0625-2025-m-22-q40,question,0625-2025-m-22/question/q40-16-1.webp,dbb903633fde716c3a241c621443123f6939644cccf2466782497609aed60170,72e24b8c4ad96b5b564809350dc7fdc4bdb3a2d8eedbf59c59bc6cc2952051aa,72e24b8c4ad96b5b564809350dc7fdc4bdb3a2d8eedbf59c59bc6cc2952051aa,63a677abb1093ed486e9aa11057f5b3f646c7748c84ad87d277adb63d1e23d0f,True,"[0.0,56.488,595.0,790.0]","[0.0,56.488,595.0,770.502]",16,"{""copyright_notice"":""© UCLES observed"",""pages"":16,""path"":""data/raw/0625-2025-m-22-question.pdf"",""sha256"":""dc58faafc6b26b59f427d58a5e799c97a8f025a60827b10182feebdaae7aa33b"",""source_url"":""https://bestexamhelp.com/exam/cambridge-igcse/physics-0625/2025/0625_m25_qp_22.pdf""}"
0625-2025-s-11,0625-2025-s-11-q40,question,0625-2025-s-11/question/q40-16-2.webp,4902accf4bbdf212657155f84ed5f4820b93eb2d2e0e3fa325b807535bdda0fe,f8de547d086c7f44cce48cf0dbafc7111f831f4186a418801d8e134b4aad3cee,f8de547d086c7f44cce48cf0dbafc7111f831f4186a418801d8e134b4aad3cee,c0f2b3251e582f0febe2c7f083406e75438c423ba25c68f686e56de1c23e9529,True,"[0.0,48.0,595.0,790.0]","[0.0,48.0,595.0,770.502]",16,"{""copyright_notice"":""© UCLES observed"",""pages"":16,""path"":""data/raw/0625-2025-s-11-question.pdf"",""sha256"":""d5659b2996854227468874b70724b0307daff249665b923ad2d208451d6362bf"",""source_url"":""https://bestexamhelp.com/exam/cambridge-igcse/physics-0625/2025/0625_s25_qp_11.pdf""}"
0625-2025-s-12,0625-2025-s-12-q40,question,0625-2025-s-12/question/q40-16-4.webp,c846ac799eacb8d1ee9747c4e1ef8bb7af429a01c2a21f5926e7433f2141e6fc,682f7db9acd43a16f0b00cdb9a6a81e13a0e990ad301cd93d32495db7c6ff35c,682f7db9acd43a16f0b00cdb9a6a81e13a0e990ad301cd93d32495db7c6ff35c,a6d79b5b430203d5185bb92b14deb2c64c3a2372ba7fe4eb1f8c5654a7c523ba,True,"[0.0,48.0,595.0,790.0]","[0.0,48.0,595.0,770.506]",16,"{""copyright_notice"":""© UCLES observed"",""pages"":16,""path"":""data/raw/0625-2025-s-12-question.pdf"",""sha256"":""fd5af613ef7596e19156869477e8fa414245460766c90eb54303ceab63cab9b6"",""source_url"":""https://bestexamhelp.com/exam/cambridge-igcse/physics-0625/2025/0625_s25_qp_12.pdf""}"
0625-2025-s-13,0625-2025-s-13-q40,question,0625-2025-s-13/question/q40-16-4.webp,4902accf4bbdf212657155f84ed5f4820b93eb2d2e0e3fa325b807535bdda0fe,f8de547d086c7f44cce48cf0dbafc7111f831f4186a418801d8e134b4aad3cee,f8de547d086c7f44cce48cf0dbafc7111f831f4186a418801d8e134b4aad3cee,1239e56cf39a60a1284801ed05388de61960884796c55d18a3093d7ca5634bb5,True,"[0.0,48.0,595.0,790.0]","[0.0,48.0,595.0,770.502]",16,"{""copyright_notice"":""© UCLES observed"",""pages"":16,""path"":""data/raw/0625-2025-s-13-question.pdf"",""sha256"":""a9b1647e732758debd3c8a492aeb1d3e465f930e807bcdf746b32854aa65a9f2"",""source_url"":""https://bestexamhelp.com/exam/cambridge-igcse/physics-0625/2025/0625_s25_qp_13.pdf""}"
0625-2025-s-21,0625-2025-s-21-q40,question,0625-2025-s-21/question/q40-16-2.webp,ba607964a0bb1cf7004a7871f57fa00939e45236499d1d4d8a0f7b5e1fe5c105,5d34daf139f8bffd7f1df6d406de226edfc1f69746bb0d9c63c01498f981ab32,5d34daf139f8bffd7f1df6d406de226edfc1f69746bb0d9c63c01498f981ab32,69f4cd67650253500cd39649c79deb0181f08288ce34b000c64b73fc0bb86dab,True,"[0.0,48.0,595.0,790.0]","[0.0,48.0,595.0,770.502]",16,"{""copyright_notice"":""© UCLES observed"",""pages"":16,""path"":""data/raw/0625-2025-s-21-question.pdf"",""sha256"":""1a9269fd55461631148613db252f9296fe602df9cfa7e829cf09b19c8750de23"",""source_url"":""https://bestexamhelp.com/exam/cambridge-igcse/physics-0625/2025/0625_s25_qp_21.pdf""}"
